date,seasonal_factor,media_activity,competitor_actions,sales
2020-01-06,1.0,-2.415358638564378,47.42721309881368,24.204990696412622
2020-01-13,1.0120536680255323,1.3687844110107013,57.36878546357833,23.368666399801196
2020-01-20,1.0239315664287558,0.7906879353769715,49.22690357769911,35.45685728138193
2020-01-27,1.0354604887042536,2.620579913022777,50.91986178096233,40.378391435731
2020-02-03,1.0464723172043768,-0.7502075930797759,51.623159505202146,22.89086081704119
2020-02-10,1.0568064746731156,-0.1786205018578342,57.10166339652254,16.21036907382703
2020-02-17,1.0663122658240796,-0.5107411326474248,55.52536854854996,17.619988860825494
2020-02-24,1.07485107481711,-1.0663045426341708,58.95551419352717,8.069984513603302
2020-03-02,1.0822983865893656,2.696024188033248,48.540687420267375,48.4479045064161
2020-03-09,1.088545602565321,3.1370293967354446,54.110320384172795,39.29766467673729
2020-03-16,1.0935016242685416,2.0892921025953637,50.00083268496704,43.117801443391684
2020-03-23,1.0970941817426052,1.8754239252466784,50.59964675719961,41.897745257344624
2020-03-30,1.0992708874098054,-0.7044261323307005,51.65552068614596,24.782253991697814
2020-04-06,1.1,-1.2266581500730664,43.68363788626082,38.666722945779576
2020-04-13,1.0992708874098054,0.3995742153131098,49.83671051942117,36.22716307400834
2020-04-20,1.0970941817426052,1.7293924481690297,51.000457881483186,39.18973026137817
2020-04-27,1.0935016242685416,1.256888380423804,44.09947871743674,51.489946481193876
2020-05-04,1.088545602565321,0.7208876684862398,47.92594175078527,39.57672403863523
2020-05-11,1.0822983865893656,0.6293706417893136,47.05202199823053,41.673906343457844
2020-05-18,1.07485107481711,1.4350981544342332,59.118142457274374,22.391710580247043
2020-05-25,1.0663122658240796,-0.9362757083015607,45.79095868548543,34.60053169327215
2020-06-01,1.0568064746731156,1.093715647639304,50.52861851761229,36.641307964397
2020-06-08,1.0464723172043768,4.113646501582575,50.85129976782994,50.509169233998804
2020-06-15,1.0354604887042536,-1.5704027755552452,55.08501250904639,13.294482449456812
2020-06-22,1.0239315664287558,-1.7838850680243594,53.75444564676478,13.026770238992329
2020-06-29,1.0120536680255323,-2.219762822405323,40.52209122048666,37.489292882822966
2020-07-06,1.0,2.5129714561226213,60.07499042619069,22.50420709337965
2020-07-13,0.9879463319744677,-2.8747047731899893,47.75618301431984,19.533902436038204
2020-07-20,0.9760684335712443,-0.20459572420129346,52.1113449376045,24.2429626153599
2020-07-27,0.9645395112957464,-1.1876763304880322,51.55155346842777,18.942593112416425
2020-08-03,0.9535276827956232,1.732370792109488,42.90194424195253,51.27613836251129
2020-08-10,0.9431935253268844,-1.9457913754122018,43.21544251371076,33.70525412722653
2020-08-17,0.9336877341759205,-2.284206527418545,43.13156040008587,28.08671428776011
2020-08-24,0.9251489251828899,4.2603105383954905,46.33938881776753,55.83794813223376
2020-08-31,0.9177016134106344,0.06022517518824941,43.59218244235288,41.88974217028429
2020-09-07,0.911454397434679,1.6176033312656855,52.19479428775907,30.90870396128396
2020-09-14,0.9064983757314585,0.6571606539900728,44.89897359529768,39.97590174997811
2020-09-21,0.9029058182573948,1.0410943717773213,52.289739445468115,28.064410972240413
2020-09-28,0.9007291125901946,0.759485750215948,40.70874176465966,49.86668450278091
2020-10-05,0.9,-0.3697779181815625,47.91233902760679,27.603297081351055
2020-10-12,0.9007291125901946,-2.2581545467658066,48.86890687312787,19.93262377782127
2020-10-19,0.9029058182573948,1.2933905564945547,56.97051474980104,19.743809557617322
2020-10-26,0.9064983757314585,0.8456615717746835,53.474347861465816,23.771155109611467
2020-11-02,0.9114543974346789,0.9515228123496753,54.78139319781698,23.62304721586254
2020-11-09,0.9177016134106343,0.11826126838866005,50.27427712423967,27.087928547794917
2020-11-16,0.9251489251828899,-1.6259597859544788,49.82166865027285,21.05865117844156
2020-11-23,0.9336877341759204,-3.512978357480148,34.56441948886064,42.3298253006109
2020-11-30,0.9431935253268844,-6.2955690704646985,49.524422184416494,-1.3020448044012651
2020-12-07,0.9535276827956232,-2.2082270176192416,43.215094891141106,30.165334070351403
2020-12-14,0.9645395112957464,-1.8821087762699336,54.58863325183778,10.854247937036568
2020-12-21,0.9760684335712442,-2.323826204653278,45.652089867890815,24.430003614561418
2020-12-28,0.9879463319744677,0.04517378834257708,42.839655916010265,43.97666601082706
2021-01-04,1.0,-5.222279115310097,43.08760658184311,16.997729794394086
2021-01-11,1.0120536680255323,-1.8279399327078862,45.62935813474154,28.710599652739095
2021-01-18,1.0239315664287558,2.875438457584543,59.94464371965809,25.475731138745648
2021-01-25,1.0354604887042536,-0.6786985393388024,45.97313796850197,37.01693837125631
2021-02-01,1.0464723172043768,0.7224234116011917,45.09813319762318,45.75459541408383
2021-02-08,1.0568064746731156,1.0447778356929593,46.034696569158584,43.65877105045376
2021-02-15,1.0663122658240796,-1.722217008035895,52.04499317703387,19.55292489733097
2021-02-22,1.07485107481711,-1.8082478942416953,52.834099769358836,16.72670588975183
